locale,audioLanguageSlug,coreLanguageId,startUnique,unionUnique,atLeast6,atLeast30,atLeast44,eligibleVideoIdsUpperBound,pool:exploring-jesus,pool:forgiveness-and-new-beginnings,pool:hope-and-perseverance,pool:love-and-belonging,pool:meaning-and-purpose,rejected:canonical_duplicate,rejected:editorial_review_pending,rejected:exact_audio_unavailable,rejected:watch_unavailable
en,gisir,185234,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gitonga,20983,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,giziga-south,2754,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,glavda,140740,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,goan-konkani,184479,54,54,True,True,True,132,36,9,23,18,23,1,11,142,2
en,godie,184596,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gofa,4634,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gogo,14206,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,goji,121129,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gojri,43229,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gokana,10143,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gola,7617,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,golin,19725,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gondi-aheri,147829,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gondi-northern,6511,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,gonja,5187,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,gorontalo,19716,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gourmanchema,1296,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gowlan,140770,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,gowli,140771,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,grebo-northern,23926,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,greek,483,74,74,True,True,True,168,40,17,28,28,27,3,11,118,2
en,guahibo,19720,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,guajajara,1582,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,guambiano,4230,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,guarani-bolivian-eastern,20631,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,guarani-mbya,623,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,guarani-paraguayan,12327,43,43,True,True,False,98,24,12,16,16,19,3,11,150,2
en,guarani-western-bolivian,184828,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,guaymi,10597,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,guere-central,16048,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,guina-ang-kalinga,149408,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gujarati,6600,110,110,True,True,True,297,60,25,43,44,45,1,11,86,2
en,guji,4699,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gun-gbe,1297,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gungu,14710,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gurage-sodo,4684,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gurage-west,4676,53,53,True,True,True,116,35,9,23,18,23,1,11,143,2
en,gurenne,2062,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,gurgula,140675,53,53,True,True,True,115,35,9,23,18,23,1,11,143,2
en,guro,16064,57,57,True,True,True,121,37,12,24,20,23,1,11,139,2
en,gurung,6485,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gusii,7326,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gutob-gadaba,184548,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,guyanese-creole,20693,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gwere,14692,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gyaazi,139090,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,hadiyya,4667,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,hadothi,20696,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,hadza,140867,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,hainanese,13192,42,42,True,True,False,86,23,12,16,16,19,3,11,151,2
en,haitian-creole,4473,56,56,True,True,True,134,37,9,23,19,25,1,11,140,2
en,hajong,1193,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,hakhun,139179,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,hakka,20611,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,halang,140932,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,halbi,19739,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,halia,12065,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,hamer-banna,4792,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,hamgyongdo,7350,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,hanga,5319,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,hani-haya,184506,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,haniq-beeqhongq,3976,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,hano,141734,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,hanunoo,140994,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,harari,140937,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,haryanvi,5709,37,37,True,True,False,70,22,9,15,13,19,1,11,159,2
en,hatam,140927,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,hausa,1341,101,101,True,True,True,294,52,26,38,41,43,3,11,92,2
en,havu,15559,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,hawaiian-nihau,184517,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,hawaii-pidgin,140893,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,haya,14201,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,hazaragi,450,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,hdi,143340,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,hebrew,6930,82,82,True,True,True,235,36,23,31,35,39,3,11,111,2
en,hehe,14192,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,heiban,140943,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,heiyi-zhuang-minz,185329,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,hema,15256,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,hemba,15557,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,herero,1454,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,higgi,22645,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,hiligaynon,19738,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,hindi,6464,142,142,True,True,True,428,78,34,48,54,57,3,11,51,2
en,hindi-caribbean,5511,34,34,True,True,False,63,20,8,14,12,18,1,11,162,2
en,hindko-northern,10450,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,hindko-southern,10455,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,hiri-motu,21120,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,hixkaryana,1566,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,hlai-has,184504,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,hmar,6465,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,hmong-daw,4012,35,35,True,True,False,64,20,7,15,13,19,1,11,161,2
en,hmong-shuad,22826,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ho,1189,37,37,True,True,False,70,22,9,15,13,19,1,11,159,2
en,hona,119277,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,horned-miao,23017,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,hote,12057,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,hrangkhol,140853,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,hre,19747,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,huasteco-san-luis-potosi,8265,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,huasteco-veracruz,8272,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,huave-san-mateo-del-mar,8266,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,huba,9597,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,hui,21211,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,huichol,8277,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,huitoto-murui,140882,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,huli,12053,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,hunde,15551,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,hungana,15548,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,hungarian,1107,95,95,True,True,True,257,48,24,36,38,42,3,11,98,2
en,hunsrik,98682,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,hyam,98630,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ibaas-icen,184842,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,ibaloi,12747,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,iban,1924,34,34,True,True,False,76,20,7,14,12,18,1,11,162,2
en,ibanag,12750,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ibibio,9811,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,icelandic,5563,48,48,True,True,True,91,33,12,20,19,11,2,11,146,2
en,ichen,177626,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,icheve,145530,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,idaasha,184549,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,idioma-wanca,184547,53,53,True,True,True,115,35,9,23,18,23,1,11,143,2
en,idoma,9793,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ife,1338,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ifugao-amganad,12743,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ifugao-mayoyao,141009,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,igala,9779,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,igbo,9774,76,76,True,True,True,196,31,24,28,34,36,3,11,117,2
en,igede,9784,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,igiha,19733,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ika,9728,37,37,True,True,False,69,21,10,15,14,18,1,11,159,2
en,ikhin,185251,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ikizu,14188,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ikoma,154395,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,ikota,141371,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ikpeshi,141025,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ikwo,9691,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ila,19759,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,ilchamus,184500,54,54,True,True,True,132,36,9,23,18,23,1,11,142,2
en,ile-ape,141031,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ilocano,12723,43,43,True,True,False,98,24,12,16,16,19,3,11,150,2
en,imbongu,12040,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,indonesian-isa,184566,63,63,True,True,True,209,44,12,27,19,25,1,11,133,2
en,indonesian-yesus,16639,114,114,True,True,True,332,60,29,37,44,50,3,11,79,2
en,ingush,18555,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,inner-mongolian,22293,34,34,True,True,False,65,20,8,14,12,18,1,11,162,2
en,innu,127397,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,inonhan,12657,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,inor,26184,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,inuktitut-eastern-canadian,3076,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ipili,98663,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ipunu,4310,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,iranun,98588,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,iranun-eastern,185198,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,iranun-western,185197,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,iraqw,14187,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,iraya,141085,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,irula,6440,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,isan,20967,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,isangu,142887,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ishinyiha,37411,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,isnag,12714,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,isoko,9699,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,italian,4415,134,134,True,True,True,447,70,32,46,55,54,3,11,58,2
en,itawis,20717,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,iten,184485,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,itsekiri,21740,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ivatan,141113,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ixil-nebaj,5420,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,iyaa,98626,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,iyansi,24095,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,izere,10106,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,izii,9694,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,jacalteco-western,5415,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,jadgali,10559,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,jakun,141128,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,jamaican-patwa,184701,54,54,True,True,True,132,36,9,23,18,23,1,11,142,2
en,jama-mapun,24218,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,jaminawa,142312,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,japanese,7083,129,129,True,True,True,380,71,30,44,49,56,3,11,64,2
en,japanese-sign-language,7090,1,1,False,False,False,1,1,0,0,0,0,0,11,196,2
en,jar,119071,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,jaruara,1552,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,jaunsari,6428,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,javanese,13195,44,44,True,True,True,89,24,12,16,17,20,3,11,149,2
en,javanese-banten,19767,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,javanese-banyumasan,184911,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,javanese-caribbean,4940,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,jeh,141153,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,jenjo,32807,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,jere,141158,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,jiamao,141173,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,jibu,9669,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,jingpho,4088,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,jita,14182,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,jju,9639,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,jola-felupe,53394,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,jola-fogny,5069,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,jola-kasa,13070,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,jorai,22499,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,jordanian-sign-language,7138,1,1,False,False,False,1,1,0,0,0,0,0,11,196,2
en,juang,6426,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,jukun,22205,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,jula,2104,66,66,True,True,True,183,41,17,26,24,24,3,11,127,2
en,juni-kuin,158997,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,juray,6425,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,jur-beli,114921,53,53,True,True,True,116,35,9,23,18,23,1,11,143,2
en,jur-modo,13745,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kaakye,184818,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,kaba,3191,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,kaba-naa-sara,141528,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kabardian,14632,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kabeverdiane-barlavente,139094,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,kabiye,1336,57,57,True,True,True,121,37,12,24,20,23,1,11,139,2
en,kabuverdianu-sotaventu,53431,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,kabwa,14274,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kabyle,494,67,67,True,True,True,219,42,17,26,24,24,3,11,126,2
en,kachchhi,21661,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kachhi-gujerati,177210,28,28,True,False,False,54,20,5,13,11,8,0,11,169,2
en,kadiweu,1538,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kaduo,99188,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,kafa,22439,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kagulu,14157,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kaili-daa,17509,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kaiwa,622,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kakataibo,184585,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,kako,2639,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kakwa,13692,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kalaallisut-greenlandic,21199,42,42,True,True,False,84,23,12,16,16,19,3,11,151,2
en,kalabari,9733,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kalagan-eastern,24359,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kalagan-tagakaulu,12693,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kalagen-western,24360,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kalanga,1510,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kalanguya,163423,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kalenjin-kipsigis,7321,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,kalmyk-oirat,3832,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,kalo-5,149174,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kamano,12019,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kamasau,141455,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,kamayo,99364,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,kambaata,4655,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kambera,20944,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kamo,9618,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kamuku,9637,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kanauji,6631,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,kandas,141586,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kandawo,12151,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kandoozi,184586,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,kanembu,3645,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kangri,5625,37,37,True,True,False,70,22,9,15,13,19,1,11,159,2
en,kanjari,6362,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kankanaey,12682,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kankanay-northern,12696,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kannada,6318,103,103,True,True,True,252,56,22,38,40,47,1,11,93,2
en,kanuri-yerwa,2614,34,34,True,True,False,76,20,7,14,12,18,1,11,162,2
en,kanyok,15653,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kaonde,15642,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,kapampangan,20871,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,karai-karai,20738,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,karakalpak,448,55,55,True,True,True,144,37,9,24,19,23,1,11,141,2
en,karang,19877,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,karanga,20211,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,karbi,23563,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,karelian,4835,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,karen-pwo,8714,37,37,True,True,False,70,22,9,15,13,19,1,11,159,2
en,karen-pwo-eastern,14295,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,karen-pwo-omkoi,14358,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,karen-sgaw,8631,37,37,True,True,False,71,22,9,15,13,19,1,11,159,2
en,karina,158935,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,karnali,53298,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,karo,141536,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,karon,141602,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,karunsie,150352,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kasem-burkina-faso,22909,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kasem-ghana,22910,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,kashmiri,6298,54,54,True,True,True,130,36,9,23,18,23,1,11,142,2
en,kashubian,12869,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,katab,9626,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,katang,7506,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,katcha-kadugli-miri,13719,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,kathiyawadi,6596,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,katu-eastern,141637,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kau-bru,175097,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kaur,17757,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,kayabi,1624,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kayah-li-western,23549,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kayan,21773,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kayapo,1676,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kazakh,371,79,79,True,True,True,188,54,19,29,25,28,3,11,114,2
en,keakalo,139193,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,keapara,99042,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,kechwa-san-martin,184501,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,kedang,141620,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,kekchi,1276,54,54,True,True,True,132,36,9,23,18,23,1,11,142,2
en,kele,19803,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,keliko,98838,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kendayan-kanayatn,22679,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kenyah,141870,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kenyah-badeng,185228,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kerewe,141325,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kerinci,17739,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kermanshahi,111677,54,54,True,True,True,132,36,9,23,18,23,1,11,142,2
en,ketengban,142141,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,khakas,3816,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,khampa-eastern,23225,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,khandeshi-bhili,164337,37,37,True,True,False,70,22,9,15,13,19,1,11,159,2
en,khandesi,19800,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kharia,6326,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,khasi,1197,34,34,True,True,False,76,20,7,14,12,18,1,11,162,2
en,khiamniungan,163806,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,khmer-central-m,24024,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,khmer-northern,14384,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,khmer-standard,178043,89,89,True,True,True,196,45,18,37,30,36,3,11,104,2
en,khmu,3817,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,khoekhoegowab,53327,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,khowar,10558,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kiche-cunen,139116,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kifuliiru,50087,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kikamba,20730,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,kikongo,20754,65,65,True,True,True,142,41,17,26,23,24,3,11,128,2
en,kikuro,139071,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kikuyu,20679,37,37,True,True,False,71,21,10,15,14,18,1,11,159,2
en,kilaangi,164996,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,kilega,22652,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kiluba,20791,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kim,141333,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kimbundu,569,42,42,True,True,False,84,23,12,16,16,19,3,11,151,2
en,kimeru,20824,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kimpokomu,184901,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kinandi,20849,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kinaray-a,12672,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kinga,14159,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kinnauri,6383,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kinnauri-pahari,141363,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kintandu,22379,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,kinyakyusa-tanzania,53401,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kinyamulenge,185227,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
