locale,audioLanguageSlug,coreLanguageId,htmlLang,publicHomepageLanguage,startUnique,unionUnique,atLeast6,atLeast30,atLeast44,eligibleVideoIdsUpperBound,pool:meaning-and-purpose,pool:hope-and-perseverance,pool:love-and-belonging,pool:forgiveness-and-new-beginnings,pool:exploring-jesus,rejected:editorial_review_pending,rejected:watch_unavailable,rejected:locale_unpublished,rejected:exact_audio_unavailable,rejected:artwork_unavailable,rejected:canonical_duplicate,rejected:video_unresolved
en,lashi,4045,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
lv,latvian,7519,lv,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,168,0,0,0
en,lawangan,16805,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,lebanese-sign-language,139080,en,true,1,1,false,false,false,2,0,0,1,0,1,11,2,0,196,0,0,0
en,lebanese-syrian-arabic,156811,en,true,10,10,true,false,false,11,3,1,3,3,9,11,2,0,187,0,0,0
en,ledo-ija,17492,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,ledo-taa,185194,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,legbo,9291,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,lelemi,5251,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,lendu,15615,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,lenje,19898,en,true,33,33,true,true,false,64,18,14,12,7,19,11,2,0,163,0,1,0
en,lepcha,1352,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,lepki,143827,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,lesser-antillean-creole-french,4472,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,letuama-tanimuca,41117,en,true,1,1,false,false,false,1,0,0,0,0,1,11,2,0,196,0,0,0
en,levantine-turkmen,53345,en,true,33,33,true,true,false,64,18,14,12,7,19,11,2,0,163,0,1,0
en,levuka,144034,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
en,lewo,144042,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
en,lewo-eleng,144036,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
lez,lezgi,1127,lez,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
en,lhao-vo,23044,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
bo,lhasa-tibetan,21795,bo,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,166,0,0,0
en,li-bendi,23019,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,li-qi,22838,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,lihir,141789,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,lik,184626,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,lika,15395,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,likoonl,108321,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,limba-tonko-sella,184933,en,true,37,37,true,true,false,69,18,15,14,10,21,11,2,0,159,0,1,0
en,limba-west-central,13110,en,true,0,0,false,false,false,0,0,0,0,0,0,11,2,0,197,0,0,0
en,limbu,6259,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,limbum,2565,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
ln,lingala,4344,ln,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,109,0,0,0
en,lingao,3964,en,true,34,34,true,true,false,78,18,14,12,7,20,11,2,0,162,0,1,0
en,lio,24211,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,lipo-eastern,22839,en,true,33,33,true,true,false,64,18,14,12,7,19,11,2,0,163,0,1,0
en,lipovan,185230,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,lis-ma-ron,53423,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,lisu,19908,en,true,33,33,true,true,false,65,18,14,12,7,19,11,2,0,163,0,1,0
lt,lithuanian,7698,lt,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,118,0,0,0
en,lobala,4343,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,lobi,143751,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,logo,15383,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,lokaa,23154,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,loko,19922,en,true,37,37,true,true,false,67,18,15,14,10,21,11,2,0,159,0,1,0
en,lokpa,176838,en,true,58,58,true,true,true,135,23,24,20,12,38,11,2,0,138,0,1,0
en,lolo,27261,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,loloda,16906,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,loma,7584,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,lomwe,7790,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,longuda,9506,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,lopit,13664,en,true,53,53,true,true,true,115,23,23,18,9,35,11,2,0,143,0,1,0
en,lorung-northern,99260,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,lote,11092,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,lower-daga,146764,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,lozi,8799,en,true,37,37,true,true,false,69,18,15,14,10,21,11,2,0,159,0,1,0
en,lubu,17732,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,lubwisi,22203,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,luchazi,555,en,true,33,33,true,true,false,64,18,14,12,7,19,11,2,0,163,0,1,0
en,luganda,20675,en,true,105,105,true,true,true,260,43,38,42,29,56,11,2,0,88,0,3,0
en,lugbara,23981,en,true,37,37,true,true,false,67,18,15,14,10,21,11,2,0,159,0,1,0
en,lughuru,132358,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,lukabaras,99311,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,lukpa,1305,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,lumasaba,20815,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,lumun,141728,en,true,33,33,true,true,false,64,18,14,12,7,19,11,2,0,163,0,1,0
en,lunda,573,en,true,33,33,true,true,false,64,18,14,12,7,19,11,2,0,163,0,1,0
en,lundayeh,1918,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,lungga,141767,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
en,luo,19936,en,true,37,37,true,true,false,67,18,15,14,10,21,11,2,0,159,0,1,0
en,luragoli,20785,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,luri-luristan-province-iran,23743,en,true,32,32,true,true,false,61,17,14,12,7,18,11,2,0,164,0,1,0
en,lusoga,20926,en,true,37,37,true,true,false,67,18,15,14,10,21,11,2,0,159,0,1,0
en,lutos,143542,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,luvale,554,en,true,33,33,true,true,false,64,18,14,12,7,19,11,2,0,163,0,1,0
en,luwo,13915,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,luwu-tae,144740,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,lyele,2035,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,maanyan,16781,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,maasai,7309,en,true,57,57,true,true,true,121,23,24,20,12,37,11,2,0,139,0,1,0
en,maay,13376,en,true,53,53,true,true,true,116,23,23,18,9,35,11,2,0,143,0,1,0
mk,macedonian,20796,mk,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,130,0,0,0
en,mada,19951,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,madi,13893,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,madi-okollo,139183,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,madura,13183,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mafa,2556,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,magahi,6186,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,magar-eastern,1371,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,magar-western,9030,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
mdh,magindanaon,12635,mdh,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,154,0,0,0
en,mahasu-pahari,184487,en,true,37,37,true,true,false,70,19,15,13,9,22,11,2,0,159,0,1,0
en,mai-brat,16176,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mailu,144630,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
mai,maithili,6199,mai,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,170,0,0,0
mai,maithili-nepal,184939,mai,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
en,maiwa,20324,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,majang,143881,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,majhi,143400,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,makaa,2530,en,true,37,37,true,true,false,67,18,15,14,10,21,11,2,0,159,0,1,0
en,makasar,21248,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,makhau-tanzania,184505,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,makhuwa,142483,en,true,37,37,true,true,false,67,18,15,14,10,21,11,2,0,159,0,1,0
en,makoma,151261,en,true,33,33,true,true,false,64,18,14,12,7,19,11,2,0,163,0,1,0
en,makonde-mozambique,8433,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,makonde-tanzania,184494,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mal-paharia,6210,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
mg,malagasy,7761,mg,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,125,0,0,0
mg,malagasy-antankarana,7750,mg-xmv,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
mg,malagasy-antesaka,139117,mg-tkg,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
mg,malagasy-northern-betsimisaraka,26664,mg-bmm,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
mg,malagasy-southern-betsimisaraka,27226,mg-bzc,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
mg,malagasy-tanosy,26972,mg-txy,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
en,malango-teha,143497,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
ms,malay,1927,ms,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,108,0,0,0
ms,malay-ambonese,16891,ms-abs,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
en,malay-bukit,16883,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,malay-jambi,17753,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,malay-kota-bangun-kutai,16777,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,malay-north-moluccan,16900,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
ms,malay-papuan,100882,ms-pmy,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
ms,malay-pattani,14386,ms-mfa,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
en,malay-tenggarong-kutai,16695,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
ml,malayalam,19985,ml,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,92,0,0,0
en,malayic-dayak,143339,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,male,4768,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,malila,14260,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,malinke-kenieba,184646,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,malinke-kita,184647,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,malkangiri-koya,148910,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,malo,4767,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
mt,maltese,7885,mt,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,130,0,0,0
en,malvi,6171,en,true,36,36,true,true,false,69,19,15,13,8,21,11,2,0,160,0,1,0
en,mam-central,5408,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mam-northern,5427,en,true,42,42,true,true,false,84,19,16,16,12,23,11,2,0,151,0,3,0
en,mam-tajumulco,5410,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mamainde,99766,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mamasa,17616,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mambilla,175157,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mambwe-lungu,14259,en,true,33,33,true,true,false,64,18,14,12,7,19,11,2,0,163,0,1,0
en,mampruli,5240,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mamuju,20025,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mamusi,141311,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,manado,24314,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,manambu,143488,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,manda,101919,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mandar,17471,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mandara,11230,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mandara-cameroon,144476,en,true,37,37,true,true,false,67,18,15,14,10,21,11,2,0,159,0,1,0
zh,mandarin-china,20615,zh,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,41,0,0,0
zh-Hant,mandarin-taiwan,23221,zh-Hant-TW,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,132,0,0,0
en,mandeali,6242,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mandinka,5040,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mandja,3171,en,true,37,37,true,true,false,67,18,15,14,10,21,11,2,0,159,0,1,0
en,manga,42106,en,true,53,53,true,true,true,116,23,23,18,9,35,11,2,0,143,0,1,0
en,mangalorean-konkani,164216,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mangbetu,14749,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,manggarai,17282,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mangghuer-wuge,139111,en,true,33,33,true,true,false,64,18,14,12,7,19,11,2,0,163,0,1,0
en,mango,26152,en,true,33,33,true,true,false,64,18,14,12,7,19,11,2,0,163,0,1,0
en,maninka,5450,en,true,46,46,true,true,true,93,20,17,17,14,26,11,2,0,147,0,3,0
en,maninka-konyanka,24413,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
mfv,manjaku,23979,mfv,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
knf,mankanya,5042,knf,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
en,mano,5472,en,true,37,37,true,true,false,67,18,15,14,10,21,11,2,0,159,0,1,0
en,manobo-ata,12850,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,manobo-dibabawon,144211,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,manobo-ilianen,144214,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,manobo-matigsalug,12640,en,true,53,53,true,true,true,115,23,23,18,9,35,11,2,0,143,0,1,0
en,manobo-sarangani,99564,en,true,33,33,true,true,false,64,18,14,12,7,19,11,2,0,163,0,1,0
en,manobo-tagabawa,12839,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,manobo-western-bukidnon,144210,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mansoanka,5038,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,manyika,8456,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,maonan,4031,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
mi,maori,9198,mi,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
en,mapudungun,644,en,true,42,42,true,true,false,84,19,16,16,12,23,11,2,0,151,0,3,0
en,maquiritari,144295,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
en,marakwet,24410,en,true,53,53,true,true,true,116,23,23,18,9,35,11,2,0,143,0,1,0
en,maram-naga,184815,en,true,33,33,true,true,false,64,18,14,12,7,19,11,2,0,163,0,1,0
en,maranao,12624,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
mr,marathi,6174,mr,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,93,0,0,0
en,marba,3534,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
ar,mardini,23800,ar-ayp,true,42,42,true,true,false,84,19,16,16,12,23,11,2,0,151,0,3,0
en,marghi-central,9495,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,margi-south,139128,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mari-low,18489,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,maria,6178,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,maria-dandami,6558,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,markweeta,140520,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,marma,101788,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,maro,99303,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
mh,marshallese,7889,mh,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,168,0,0,0
en,marwari,6209,en,true,34,34,true,true,false,76,18,14,12,7,20,11,2,0,162,0,1,0
en,marwari-northern,10527,en,true,32,32,true,true,false,61,17,14,12,7,18,11,2,0,164,0,1,0
en,marwari-southern,10528,en,true,53,53,true,true,true,116,23,23,18,9,35,11,2,0,143,0,1,0
en,masalit,3531,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,masana,2538,en,true,37,37,true,true,false,67,18,15,14,10,21,11,2,0,159,0,1,0
en,masbatenyo,12622,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mashami-chagga,24142,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mashi,20919,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,masikoro,23196,en,true,33,33,true,true,false,64,18,14,12,7,19,11,2,0,163,0,1,0
en,maskelynes,141436,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
en,matal,101827,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,matengo,14255,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mato,144465,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,matses,1604,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
en,matsigenka,173888,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
en,matumbi,14254,en,true,33,33,true,true,false,64,18,14,12,7,19,11,2,0,163,0,1,0
en,mawae,152300,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
en,mawchi,19988,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,maxakali,1608,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mayan,21012,en,true,54,54,true,true,true,130,23,23,18,9,36,11,2,0,142,0,1,0
en,mayangna,142395,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
en,mayogo,15329,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mazagway-hidi,176144,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mazahua,8241,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mazanderani,6793,en,true,28,28,true,false,false,54,8,13,11,5,20,11,2,0,169,0,0,0
en,mazateco-huautla-de-jimenez,8245,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mba,144472,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mbala,19953,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mbandja,143356,en,true,33,33,true,true,false,64,18,14,12,7,19,11,2,0,163,0,1,0
en,mbe,101833,en,true,33,33,true,true,false,64,18,14,12,7,19,11,2,0,163,0,1,0
en,mbelime,100953,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mbembe-cross-river,9473,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mbembe-tigon,2329,en,true,33,33,true,true,false,64,18,14,12,7,19,11,2,0,163,0,1,0
en,mbosi,4336,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mbugwe,144632,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mbuko,100947,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mbukushu,570,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mbula,9490,en,true,33,33,true,true,false,64,18,14,12,7,19,11,2,0,163,0,1,0
en,medlpa,11668,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,medumba,2871,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,meen,144517,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,meitei,143789,en,true,55,55,true,true,true,131,23,23,18,10,37,11,2,0,141,0,1,0
en,mekeo,144461,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
en,mele-fila,144425,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
en,melpa,101718,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
en,mende,7577,en,true,47,47,true,true,true,103,19,17,18,15,26,11,2,0,146,0,3,0
en,mentawai,17797,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mephaa,20977,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mephaa-de-acatapec,184853,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mephaa-de-huitzapula,184831,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,meqa,101396,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,merey,101729,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,merwari,99886,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mewari,20814,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mexican-sign-language,8230,en,true,1,1,false,false,false,1,0,0,0,0,1,11,2,0,196,0,0,0
en,meyah,144460,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mgbolizhia,53313,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,miao-central-mashan,140982,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,miao-chuanqiandian-cluster,140246,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,miao-eastern-qiandong,144869,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
en,miao-huishui-northern,22842,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
en,miao-northern-qiandong,140948,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
en,miao-small-flowery,142333,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
en,miao-southern-qiandong,140985,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,migili,32122,en,true,33,33,true,true,false,64,18,14,12,7,19,11,2,0,163,0,1,0
en,miju-mishmi,144427,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,minangkabau,17695,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mingrelian,5076,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,minianka,20917,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mirgan,5935,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mising,24177,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,miskito,5527,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mixe-coatlan,8235,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mixe-del-istmo,8295,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,mixtec-amoltepec,144228,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
